"","iucn_sid","sciname","rgn_name","year","cat_ts","cat_ts_score"
"812",42830286,"Photocorynus spiniceps","French Polynesia",2015,"LC",0
"813",46086162,"Kyphosus cinerascens","French Polynesia",2015,"LC",0
"814",46086190,"Kyphosus vaigiensis","French Polynesia",2015,"LC",0
"815",46086355,"Gunnellichthys viridescens","French Polynesia",2016,"LC",0
"816",46086532,"Parupeneus heptacanthus","French Polynesia",2016,"LC",0
"817",46086703,"Upeneus sundaicus","French Polynesia",2016,"LC",0
"818",46086775,"Upeneus tragula","French Polynesia",2016,"LC",0
"819",46087813,"Priacanthus blochii","French Polynesia",2016,"LC",0
"820",46087863,"Priacanthus hamrur","French Polynesia",2016,"LC",0
"821",46093134,"Engyprosopon grandisquama","French Polynesia",2016,"LC",0
"822",46093150,"Grammatobothus polyophthalmus","French Polynesia",2016,"LC",0
"823",46097625,"Rogadius asper","French Polynesia",2016,"LC",0
"824",46097663,"Rogadius pristiger","French Polynesia",2016,"LC",0
"825",46099940,"Scorpaenopsis venosa","French Polynesia",2016,"LC",0
"826",46102529,"Centriscus scutatus","French Polynesia",2016,"LC",0
"827",47164926,"Coccorella atlantica","French Polynesia",2015,"LC",0
"828",47165067,"Diaphus luetkeni","French Polynesia",2015,"LC",0
"829",47165158,"Eustomias bigelowi","French Polynesia",2015,"LC",0
"830",47165363,"Eustomias macrurus","French Polynesia",2015,"LC",0
"831",47165472,"Photonectes parvimanus","French Polynesia",2015,"LC",0
"832",47165538,"Sudis atrox","French Polynesia",2015,"LC",0
"833",50902942,"Uraspis helvola","French Polynesia",2015,"LC",0
"834",50903119,"Mulloidichthys flavolineatus","French Polynesia",2016,"LC",0
"835",50903183,"Upeneus vittatus","French Polynesia",2016,"LC",0
"836",50903234,"Dactyloptena orientalis","French Polynesia",2016,"LC",0
"837",50903260,"Pterois russelii","French Polynesia",2016,"LC",0
"838",50903263,"Paramonacanthus choirocephalus","French Polynesia",2016,"LC",0
"839",56852298,"Kyphosus bigibbus","French Polynesia",2015,"LC",0
"840",56852510,"Aesopia cornuta","French Polynesia",2016,"LC",0
"841",56852595,"Choeroichthys brachysoma","French Polynesia",2015,"LC",0
"842",57509336,"Kraemeria samoensis","French Polynesia",2016,"LC",0
"843",60469175,"Abyssobrotula galatheae","French Polynesia",2015,"LC",0
"844",60469186,"Alepisaurus brevirostris","French Polynesia",2015,"LC",0
"845",60469232,"Aristostomias lunifer","French Polynesia",2015,"LC",0
"846",60469264,"Bassozetus levistomatus","French Polynesia",2015,"LC",0
"847",60469375,"Bathophilus schizochirus","French Polynesia",2015,"LC",0
"848",60469670,"Centrophryne spinulosa","French Polynesia",2015,"LC",0
"849",60469804,"Chaenophryne draco","French Polynesia",2015,"LC",0
"850",60469980,"Cyclothone parapallida","French Polynesia",2015,"LC",0
"851",60470373,"Dysalotus oligoscolus","French Polynesia",2015,"LC",0
"852",60470418,"Eustomias satterleei","French Polynesia",2015,"LC",0
"853",60470422,"Eustomias simplex","French Polynesia",2015,"LC",0
"854",60470481,"Gigantactis elsmani","French Polynesia",2015,"LC",0
"855",60470704,"Gonorynchus gonorynchus","French Polynesia",2015,"LC",0
"856",60470770,"Haplophryne mollis","French Polynesia",2015,"LC",0
"857",60471792,"Kali kerberti","French Polynesia",2015,"LC",0
"858",60471825,"Kali macrura","French Polynesia",2015,"LC",0
"859",60471855,"Lampadena speculigera","French Polynesia",2015,"LC",0
"860",60471860,"Lampanyctus photonotus","French Polynesia",2015,"LC",0
"861",60471877,"Lamprogrammus brunswigi","French Polynesia",2015,"LC",0
"862",60471973,"Leptostomias gracilis","French Polynesia",2015,"LC",0
"863",60473762,"Loweina interrupta","French Polynesia",2015,"LC",0
"864",60474290,"Loweina rara","French Polynesia",2015,"LC",0
"865",60475627,"Macrouroides inflaticeps","French Polynesia",2015,"LC",0
"866",60478881,"Melanostomias melanops","French Polynesia",2015,"LC",0
"867",60479648,"Mentodus facilis","French Polynesia",2015,"LC",0
"868",60480620,"Mentodus mesalirus","French Polynesia",2015,"LC",0
"869",60480946,"Mentodus perforatus","French Polynesia",2015,"LC",0
"870",60481692,"Nannobrachium wisneri","French Polynesia",2015,"LC",0
"871",60481914,"Neoceratias spinifer","French Polynesia",2015,"LC",0
"872",60482037,"Odontomacrurus murrayi","French Polynesia",2015,"LC",0
"873",60482248,"Parabrotula plagiophthalma","French Polynesia",2015,"LC",0
"874",60482374,"Pentherichthys atratus","French Polynesia",2015,"LC",0
"875",60482467,"Photonectes caerulescens","French Polynesia",2015,"LC",0
"876",60482562,"Phyllorhinichthys micractis","French Polynesia",2015,"LC",0
"877",60483137,"Regalecus russelii","French Polynesia",2015,"LC",0
"878",60483211,"Rhynchohyalus natalensis","French Polynesia",2015,"LC",0
"879",60483273,"Rondeletia loricata","French Polynesia",2015,"LC",0
"880",60484333,"Scopelogadus mizolepis","French Polynesia",2015,"LC",0
"881",60484826,"Sternoptyx pseudodiaphana","French Polynesia",2015,"LC",0
"882",65134886,"Aulostomus chinensis","French Polynesia",2015,"LC",0
"883",65349869,"Centriscops humerosus","French Polynesia",2016,"LC",0
"884",65363069,"Notopogon lilliei","French Polynesia",2016,"LC",0
"885",65363156,"Notopogon xenosoma","French Polynesia",2016,"LC",0
"886",65363316,"Solenostomus cyanopterus","French Polynesia",2016,"LC",0
"887",65363417,"Solenostomus paradoxus","French Polynesia",2016,"LC",0
"888",65364515,"Choeroichthys cinctus","French Polynesia",2016,"LC",0
"889",65364553,"Choeroichthys sculptus","French Polynesia",2016,"LC",0
"890",65364931,"Corythoichthys intestinalis","French Polynesia",2016,"LC",0
"891",65365012,"Corythoichthys nigripectus","French Polynesia",2016,"LC",0
"892",65365100,"Corythoichthys schultzi","French Polynesia",2016,"LC",0
"893",65365899,"Cosmocampus maxweberi","French Polynesia",2016,"LC",0
"894",65367059,"Dunckerocampus pessuliferus","French Polynesia",2016,"LC",0
"895",65367453,"Filicampus tigris","French Polynesia",2016,"LC",0
"896",65367461,"Halicampus boothae","French Polynesia",2016,"LC",0
"897",65367590,"Halicampus grayi","French Polynesia",2016,"LC",0
"898",65367712,"Halicampus mataafae","French Polynesia",2016,"LC",0
"899",65368085,"Heraldia nocturna","French Polynesia",2016,"LC",0
"900",65370218,"Lissocampus filum","French Polynesia",2016,"LC",0
"901",65370289,"Lissocampus runa","French Polynesia",2016,"LC",0
"902",65370433,"Maroubra perserrata","French Polynesia",2016,"LC",0
"903",65372543,"Penetopteryx taeniocephalus","French Polynesia",2016,"LC",0
"904",65372675,"Phoxocampus belcheri","French Polynesia",2016,"LC",0
"905",65372732,"Phoxocampus diacanthus","French Polynesia",2016,"LC",0
"906",65375137,"Trachyrhamphus longirostris","French Polynesia",2016,"LC",0
"907",65375397,"Urocampus carinirostris","French Polynesia",2016,"LC",0
"908",65375519,"Vanacampus margaritifer","French Polynesia",2016,"LC",0
"909",67851665,"Saurida flamma","French Polynesia",2016,"LC",0
"910",67852269,"Saurida gracilis","French Polynesia",2016,"LC",0
"911",67852930,"Saurida nebulosa","French Polynesia",2016,"LC",0
"912",67853294,"Synodus capricornis","French Polynesia",2016,"LC",0
"913",67853390,"Synodus dermatogenys","French Polynesia",2016,"LC",0
"914",67853408,"Synodus doaki","French Polynesia",2016,"LC",0
"915",67853432,"Synodus hoshinonis","French Polynesia",2016,"LC",0
"916",67853451,"Synodus jaculum","French Polynesia",2016,"LC",0
"917",67853562,"Synodus kaianus","French Polynesia",2016,"LC",0
"918",67855363,"Synodus oculeus","French Polynesia",2016,"LC",0
"919",67855905,"Synodus rubromarmoratus","French Polynesia",2016,"LC",0
"920",67855917,"Synodus similis","French Polynesia",2016,"LC",0
"921",67856047,"Synodus ulae","French Polynesia",2016,"LC",0
"922",67856062,"Synodus usitatus","French Polynesia",2016,"LC",0
"923",67856085,"Synodus variegatus","French Polynesia",2016,"LC",0
"924",67869958,"Myripristis chryseres","French Polynesia",2016,"LC",0
"925",67869976,"Myripristis earlei","French Polynesia",2016,"LC",0
"926",67870015,"Myripristis hexagona","French Polynesia",2016,"LC",0
"927",67871203,"Neoniphon aurolineatus","French Polynesia",2016,"LC",0
"928",67871355,"Neoniphon sammara","French Polynesia",2016,"LC",0
"929",67899355,"Ostichthys archiepiscopus","French Polynesia",2016,"LC",0
"930",67899637,"Ostichthys kaianus","French Polynesia",2016,"LC",0
"931",67899690,"Ostichthys japonicus","French Polynesia",2016,"LC",0
"932",67899781,"Ostichthys sandix","French Polynesia",2016,"LC",0
"933",67899991,"Plectrypops lima","French Polynesia",2016,"LC",0
"934",67900591,"Pristilepis oligolepis","French Polynesia",2016,"LC",0
"935",67902046,"Sargocentron ensifer","French Polynesia",2016,"LC",0
"936",67902071,"Sargocentron hormion","French Polynesia",2016,"LC",0
"937",67902088,"Sargocentron iota","French Polynesia",2016,"LC",0
"938",67902103,"Sargocentron ittodai","French Polynesia",2016,"LC",0
"939",67902620,"Sargocentron lepros","French Polynesia",2016,"LC",0
"940",67902657,"Sargocentron melanospilos","French Polynesia",2016,"LC",0
"941",67902908,"Sargocentron microstoma","French Polynesia",2016,"LC",0
"942",67902985,"Sargocentron punctatissimum","French Polynesia",2016,"LC",0
"943",67903042,"Sargocentron spiniferum","French Polynesia",2016,"LC",0
"944",67903124,"Sargocentron tiere","French Polynesia",2016,"LC",0
"945",67903174,"Sargocentron violaceum","French Polynesia",2016,"LC",0
"946",67903537,"Alabes parvula","French Polynesia",2016,"LC",0
"947",67904147,"Diademichthys lineatus","French Polynesia",2016,"LC",0
"948",67905401,"Discotrema crinophilum","French Polynesia",2016,"LC",0
"949",67905515,"Lepadichthys frenatus","French Polynesia",2016,"LC",0
"950",67905532,"Lepadichthys minor","French Polynesia",2016,"LC",0
"951",67905735,"Pherallodus indicus","French Polynesia",2016,"LC",0
"952",67966271,"Scopelosaurus smithii","French Polynesia",2015,"LC",0
"953",67970335,"Ulua aurochs","French Polynesia",2016,"LC",0
"954",67996765,"Itycirrhitus wilhelmi","French Polynesia",2016,"LC",0
"955",67997172,"Cirrhitichthys aprinus","French Polynesia",2016,"LC",0
"956",67997668,"Cirrhitichthys oxycephalus","French Polynesia",2016,"LC",0
"957",67997694,"Cirrhitops fasciatus","French Polynesia",2016,"LC",0
"958",67997787,"Cirrhitus pinnulatus","French Polynesia",2016,"LC",0
"959",67997854,"Oxycirrhites typus","French Polynesia",2016,"LC",0
"960",67997869,"Paracirrhites arcatus","French Polynesia",2016,"LC",0
"961",67997879,"Paracirrhites forsteri","French Polynesia",2016,"LC",0
"962",68000633,"Limnichthys fasciatus","French Polynesia",2016,"LC",0
"963",68000804,"Limnichthys nitidus","French Polynesia",2016,"LC",0
"964",68324892,"Gerres subfasciatus","French Polynesia",2016,"LC",0
"965",68328081,"Austrolethops wardi","French Polynesia",2016,"LC",0
"966",68328587,"Cabillus lacertops","French Polynesia",2016,"LC",0
"967",68329324,"Eviota deminuta","French Polynesia",2016,"LC",0
"968",68329463,"Eviota dorsimaculata","French Polynesia",2016,"LC",0
"969",68329587,"Eviota hinanoae","French Polynesia",2016,"LC",0
"970",68329804,"Eviota lacrimosa","French Polynesia",2016,"LC",0
"971",68332472,"Koumansetta rainfordi","French Polynesia",2016,"LC",0
"972",68333312,"Valenciennea wardii","French Polynesia",2016,"LC",0
"973",69128053,"Gunnellichthys curiosus","French Polynesia",2016,"LC",0
"974",69128107,"Gunnellichthys pleurotaenia","French Polynesia",2016,"LC",0
"975",69128289,"Gunnellichthys monostigma","French Polynesia",2016,"LC",0
"976",69128478,"Nemateleotris decora","French Polynesia",2016,"LC",0
"977",69128541,"Nemateleotris helfrichi","French Polynesia",2016,"LC",0
"978",69179838,"Ptereleotris evides","French Polynesia",2016,"LC",0
"979",69180629,"Ptereleotris hanae","French Polynesia",2016,"LC",0
"980",69181442,"Ptereleotris heteroptera","French Polynesia",2016,"LC",0
"981",69181503,"Ptereleotris monoptera","French Polynesia",2016,"LC",0
"982",69181519,"Ptereleotris zebra","French Polynesia",2016,"LC",0
"983",69181822,"Mulloidichthys mimicus","French Polynesia",2016,"LC",0
"984",69181847,"Mulloidichthys pfluegeri","French Polynesia",2016,"LC",0
"985",69181884,"Mulloidichthys vanicolensis","French Polynesia",2016,"LC",0
"986",69181934,"Parupeneus barberinoides","French Polynesia",2016,"LC",0
"987",69181941,"Parupeneus barberinus","French Polynesia",2016,"LC",0
"988",69181948,"Parupeneus chrysonemus","French Polynesia",2016,"LC",0
"989",69181969,"Parupeneus ciliatus","French Polynesia",2016,"LC",0
"990",69182011,"Parupeneus cyclostomus","French Polynesia",2016,"LC",0
"991",69182291,"Parupeneus insularis","French Polynesia",2016,"LC",0
"992",69182614,"Parupeneus indicus","French Polynesia",2016,"LC",0
"993",69182861,"Parupeneus pleurostigma","French Polynesia",2016,"LC",0
"994",69183023,"Parupeneus spilurus","French Polynesia",2016,"LC",0
"995",69538564,"Upeneichthys lineatus","French Polynesia",2016,"LC",0
"996",69538573,"Upeneus australiae","French Polynesia",2016,"LC",0
"997",69538576,"Upeneus francisi","French Polynesia",2016,"LC",0
"998",69538589,"Upeneus taeniopterus","French Polynesia",2016,"LC",0
"999",69539322,"Pentapodus aureofasciatus","French Polynesia",2016,"LC",0
"1000",69544771,"Opistognathus variabilis","French Polynesia",2016,"LC",0
"1001",69544846,"Stalix histrio","French Polynesia",2016,"LC",0
"1002",69545542,"Priacanthus meeki","French Polynesia",2016,"LC",0
"1003",69545550,"Pristigenys meyeri","French Polynesia",2016,"LC",0
"1004",69545557,"Pristigenys niphonia","French Polynesia",2016,"LC",0
"1005",69583335,"Amsichthys knighti","French Polynesia",2016,"LC",0
"1006",69583348,"Cypho purpurascens","French Polynesia",2016,"LC",0
"1007",69583361,"Lubbockichthys multisquamatus","French Polynesia",2016,"LC",0
"1008",69583400,"Pictichromis porphyrea","French Polynesia",2016,"LC",0
"1009",69583407,"Pseudochromis bitaeniatus","French Polynesia",2016,"LC",0
"1010",69583414,"Pseudochromis cyanotaenia","French Polynesia",2016,"LC",0
"1011",69583420,"Pseudochromis jamesi","French Polynesia",2016,"LC",0
"1012",69583457,"Pseudoplesiops revellei","French Polynesia",2016,"LC",0
"1013",69583460,"Pseudoplesiops rosae","French Polynesia",2016,"LC",0
"1014",69583466,"Pseudoplesiops wassi","French Polynesia",2016,"LC",0
"1015",69689070,"Siganus argenteus","French Polynesia",2016,"LC",0
"1016",69689242,"Siganus corallinus","French Polynesia",2016,"LC",0
"1017",69739591,"Trichonotus filamentosus","French Polynesia",2016,"LC",0
"1018",69739648,"Trichonotus setiger","French Polynesia",2016,"LC",0
"1019",69740861,"Xenisthmus eirospilus","French Polynesia",2016,"LC",0
"1020",69740895,"Xenisthmus polyzonatus","French Polynesia",2016,"LC",0
"1021",69741115,"Zanclus cornutus","French Polynesia",2016,"LC",0
"1022",69741220,"Arnoglossus japonicus","French Polynesia",2016,"LC",0
"1023",69741351,"Arnoglossus polyspilus","French Polynesia",2016,"LC",0
"1024",69741720,"Arnoglossus tenuis","French Polynesia",2016,"LC",0
"1025",69741856,"Asterorhombus cocosensis","French Polynesia",2016,"LC",0
"1026",69741907,"Asterorhombus filifer","French Polynesia",2016,"LC",0
"1027",69743659,"Chascanopsetta prorigera","French Polynesia",2016,"LC",0
"1028",69743737,"Engyprosopon arenicola","French Polynesia",2016,"LC",0
"1029",69743759,"Engyprosopon bellonaensis","French Polynesia",2016,"LC",0
"1030",69744004,"Engyprosopon macrolepis","French Polynesia",2016,"LC",0
"1031",69744038,"Engyprosopon maldivensis","French Polynesia",2016,"LC",0
"1032",69744396,"Engyprosopon xystrias","French Polynesia",2016,"LC",0
"1033",69778452,"Parabothus coarctatus","French Polynesia",2016,"LC",0
"1034",69778589,"Parabothus kiensis","French Polynesia",2016,"LC",0
"1035",69778885,"Taeniopsetta ocellata","French Polynesia",2016,"LC",0
"1036",69778947,"Taeniopsetta radula","French Polynesia",2016,"LC",0
"1037",69779213,"Tosarhombus neocaledonicus","French Polynesia",2016,"LC",0
"1038",69779346,"Peltorhamphus latus","French Polynesia",2016,"LC",0
"1039",69779611,"Aseraggodes bahamondei","French Polynesia",2016,"LC",0
"1040",69780030,"Aseraggodes melanostictus","French Polynesia",2016,"LC",0
"1041",69781742,"Pardachirus pavoninus","French Polynesia",2016,"LC",0
"1042",69781901,"Soleichthys heterorhinos","French Polynesia",2016,"LC",0
"1043",69786877,"Cociella crocodila","French Polynesia",2016,"LC",0
"1044",69787355,"Onigocia bimaculata","French Polynesia",2016,"LC",0
"1045",69787466,"Onigocia macrolepis","French Polynesia",2016,"LC",0
"1046",69789808,"Onigocia pedimacula","French Polynesia",2016,"LC",0
"1047",69789961,"Onigocia spinosa","French Polynesia",2016,"LC",0
"1048",69790273,"Rogadius patriciae","French Polynesia",2016,"LC",0
"1049",69790438,"Rogadius welanderi","French Polynesia",2016,"LC",0
"1050",69790649,"Sunagocia arenicola","French Polynesia",2016,"LC",0
"1051",69790740,"Sunagocia otaitensis","French Polynesia",2016,"LC",0
"1052",69793633,"Dendrochirus brachypterus","French Polynesia",2016,"LC",0
"1053",69794152,"Iracundus signifer","French Polynesia",2016,"LC",0
"1054",69794251,"Neomerinthe megalepis","French Polynesia",2016,"LC",0
"1055",69798179,"Parascorpaena mcadamsi","French Polynesia",2016,"LC",0
"1056",69798315,"Parascorpaena mossambica","French Polynesia",2016,"LC",0
"1057",69798438,"Parascorpaena picta","French Polynesia",2016,"LC",0
"1058",69798514,"Phenacoscorpius adenensis","French Polynesia",2016,"LC",0
"1059",69798967,"Pteroidichthys amboinensis","French Polynesia",2016,"LC",0
"1060",69799447,"Pterois antennata","French Polynesia",2016,"LC",0
"1061",69799861,"Pterois radiata","French Polynesia",2016,"LC",0
"1062",69800704,"Thysanophrys chiltonae","French Polynesia",2016,"LC",0
"1063",69917385,"Scorpaena cardinalis","French Polynesia",2016,"LC",0
"1064",69917722,"Scorpaenodes albaiensis","French Polynesia",2016,"LC",0
"1065",69917918,"Scorpaenodes evides","French Polynesia",2016,"LC",0
"1066",69918183,"Scorpaenodes guamensis","French Polynesia",2016,"LC",0
"1067",69918395,"Scorpaenodes minor","French Polynesia",2016,"LC",0
"1068",69918402,"Scorpaenodes parvipinnis","French Polynesia",2016,"LC",0
"1069",69918527,"Scorpaenodes varipinnis","French Polynesia",2016,"LC",0
"1070",69918624,"Scorpaenopsis diabolus","French Polynesia",2016,"LC",0
"1071",69918967,"Scorpaenopsis macrochir","French Polynesia",2016,"LC",0
"1072",69919036,"Scorpaenopsis papuensis","French Polynesia",2016,"LC",0
"1073",69919214,"Scorpaenopsis possi","French Polynesia",2016,"LC",0
"1074",69919253,"Scorpaenopsis vittapinna","French Polynesia",2016,"LC",0
"1075",69919731,"Sebastapistes fowleri","French Polynesia",2016,"LC",0
"1076",69920173,"Sebastapistes mauritiana","French Polynesia",2016,"LC",0
"1077",69920296,"Sebastapistes strongia","French Polynesia",2016,"LC",0
"1078",69920346,"Sebastapistes tinkhami","French Polynesia",2016,"LC",0
"1079",69920774,"Erosa erosa","French Polynesia",2016,"LC",0
"1080",69921994,"Amanses scopas","French Polynesia",2016,"LC",0
"1081",69922114,"Brachaluteres jacksonianus","French Polynesia",2016,"LC",0
"1082",69922164,"Brachaluteres taylori","French Polynesia",2016,"LC",0
"1083",69922228,"Cantherhines dumerilii","French Polynesia",2016,"LC",0
"1084",70010111,"Cantherhines fronticinctus","French Polynesia",2016,"LC",0
"1085",70010275,"Cantherhines pardalis","French Polynesia",2016,"LC",0
"1086",70010402,"Cantherhines sandwichiensis","French Polynesia",2016,"LC",0
"1087",70010615,"Monacanthus chinensis","French Polynesia",2016,"LC",0
"1088",70010872,"Paraluteres prionurus","French Polynesia",2016,"LC",0
"1089",70011018,"Pervagor aspricaudus","French Polynesia",2016,"LC",0
"1090",70011147,"Pervagor janthinosoma","French Polynesia",2016,"LC",0
"1091",70011163,"Pervagor melanocephalus","French Polynesia",2016,"LC",0
"1092",70011518,"Pseudalutarius nasicornis","French Polynesia",2016,"LC",0
"1093",70011608,"Thamnaconus modestoides","French Polynesia",2016,"LC",0
"1094",79800103,"Parascorpaena aurita","French Polynesia",2016,"LC",0
"1095",79800214,"Taenianotus triacanthus","French Polynesia",2016,"LC",0
"1096",79800251,"Inegocia japonica","French Polynesia",2016,"LC",0
"1097",79800379,"Paramonacanthus lowei","French Polynesia",2016,"LC",0
"1098",82306982,"Parabothus filipes","French Polynesia",2016,"LC",0
"1099",82308445,"Tosarhombus longimanus","French Polynesia",2016,"LC",0
"1100",88342897,"Stigmatopora argus","French Polynesia",2016,"LC",0
"1101",95568732,"Acentrogobius audax","French Polynesia",2016,"LC",0
"1102",95984916,"Gnatholepis knighti","French Polynesia",2016,"LC",0
"1103",2474,"Balaenoptera acutorostrata","French Polynesia",1996,"NT",0.2
"1104",2474,"Balaenoptera acutorostrata","French Polynesia",2008,"LC",0
"1105",2475,"Balaenoptera borealis","French Polynesia",1994,"VU",0.4
"1106",2475,"Balaenoptera borealis","French Polynesia",1996,"EN",0.6
"1107",2475,"Balaenoptera borealis","French Polynesia",2008,"EN",0.6
"1108",2476,"Balaenoptera edeni","French Polynesia",2018,"LC",0
"1109",2477,"Balaenoptera musculus","French Polynesia",1965,"CR",0.8
"1110",2477,"Balaenoptera musculus","French Polynesia",1986,"EN",0.6
"1111",2477,"Balaenoptera musculus","French Polynesia",1988,"EN",0.6
"1112",2477,"Balaenoptera musculus","French Polynesia",1990,"EN",0.6
"1113",2477,"Balaenoptera musculus","French Polynesia",1994,"EN",0.6
"1114",2477,"Balaenoptera musculus","French Polynesia",1996,"EN",0.6
"1115",2477,"Balaenoptera musculus","French Polynesia",2008,"EN",0.6
"1116",2478,"Balaenoptera physalus","French Polynesia",1965,"EN",0.6
"1117",2478,"Balaenoptera physalus","French Polynesia",1986,"VU",0.4
"1118",2478,"Balaenoptera physalus","French Polynesia",1988,"VU",0.4
"1119",2478,"Balaenoptera physalus","French Polynesia",1990,"VU",0.4
"1120",2478,"Balaenoptera physalus","French Polynesia",1994,"VU",0.4
"1121",2478,"Balaenoptera physalus","French Polynesia",1996,"EN",0.6
"1122",2478,"Balaenoptera physalus","French Polynesia",2008,"EN",0.6
"1123",2478,"Balaenoptera physalus","French Polynesia",2013,"EN",0.6
"1124",2480,"Balaenoptera bonaerensis","French Polynesia",1996,"VU",0.4
"1125",2480,"Balaenoptera bonaerensis","French Polynesia",2018,"NT",0.2
"1126",3764,"Canthigaster rapaensis","French Polynesia",1996,"VU",0.4
"1127",3764,"Canthigaster rapaensis","French Polynesia",2014,"EN",0.6
"1128",3778,"Caperea marginata","French Polynesia",1996,"LC",0
"1129",3851,"Carcharhinus limbatus","French Polynesia",1996,"VU",0.4
"1130",3851,"Carcharhinus limbatus","French Polynesia",2000,"NT",0.2
"1131",3851,"Carcharhinus limbatus","French Polynesia",2009,"NT",0.2
"1132",3855,"Carcharodon carcharias","French Polynesia",1996,"VU",0.4
"1133",3855,"Carcharodon carcharias","French Polynesia",2000,"VU",0.4
"1134",3855,"Carcharodon carcharias","French Polynesia",2009,"VU",0.4
"1135",3897,"Caretta caretta","French Polynesia",1982,"VU",0.4
"1136",3897,"Caretta caretta","French Polynesia",1986,"VU",0.4
"1137",3897,"Caretta caretta","French Polynesia",1988,"VU",0.4
"1138",3897,"Caretta caretta","French Polynesia",1990,"VU",0.4
"1139",3897,"Caretta caretta","French Polynesia",1994,"VU",0.4
"1140",3897,"Caretta caretta","French Polynesia",1996,"EN",0.6
"1141",3897,"Caretta caretta","French Polynesia",2015,"VU",0.4
"1142",3897,"Caretta caretta","French Polynesia",2017,"VU",0.4
"1143",4292,"Cetorhinus maximus","French Polynesia",1996,"VU",0.4
"1144",4292,"Cetorhinus maximus","French Polynesia",2000,"VU",0.4
"1145",4292,"Cetorhinus maximus","French Polynesia",2009,"VU",0.4
"1146",4615,"Chelonia mydas","French Polynesia",1982,"EN",0.6
"1147",4615,"Chelonia mydas","French Polynesia",1986,"EN",0.6
"1148",4615,"Chelonia mydas","French Polynesia",1988,"EN",0.6
"1149",4615,"Chelonia mydas","French Polynesia",1990,"EN",0.6
"1150",4615,"Chelonia mydas","French Polynesia",1994,"EN",0.6
"1151",4615,"Chelonia mydas","French Polynesia",1996,"EN",0.6
"1152",4615,"Chelonia mydas","French Polynesia",2004,"EN",0.6
"1153",7858,"Epinephelus lanceolatus","French Polynesia",1996,"VU",0.4
"1154",7858,"Epinephelus lanceolatus","French Polynesia",2006,"VU",0.4
"1155",8005,"Eretmochelys imbricata","French Polynesia",1982,"EN",0.6
"1156",8005,"Eretmochelys imbricata","French Polynesia",1986,"EN",0.6
"1157",8005,"Eretmochelys imbricata","French Polynesia",1988,"EN",0.6
"1158",8005,"Eretmochelys imbricata","French Polynesia",1990,"EN",0.6
"1159",8005,"Eretmochelys imbricata","French Polynesia",1994,"EN",0.6
"1160",8005,"Eretmochelys imbricata","French Polynesia",1996,"CR",0.8
"1161",8005,"Eretmochelys imbricata","French Polynesia",2008,"CR",0.8
"1162",9249,"Globicephala macrorhynchus","French Polynesia",1996,"VU",0.4
"1163",9250,"Globicephala melas","French Polynesia",1996,"LC",0
"1164",9461,"Grampus griseus","French Polynesia",2008,"LC",0
"1165",9461,"Grampus griseus","French Polynesia",2012,"LC",0
"1166",11047,"Kogia breviceps","French Polynesia",1996,"LC",0
"1167",11048,"Kogia sima","French Polynesia",1996,"LC",0
"1168",11140,"Lagenodelphis hosei","French Polynesia",2008,"LC",0
"1169",11140,"Lagenodelphis hosei","French Polynesia",2012,"LC",0
"1170",13006,"Megaptera novaeangliae","French Polynesia",1965,"EN",0.6
"1171",13006,"Megaptera novaeangliae","French Polynesia",1986,"EN",0.6
"1172",13006,"Megaptera novaeangliae","French Polynesia",1988,"EN",0.6
"1173",13006,"Megaptera novaeangliae","French Polynesia",1990,"VU",0.4
"1174",13006,"Megaptera novaeangliae","French Polynesia",1994,"VU",0.4
"1175",13006,"Megaptera novaeangliae","French Polynesia",1996,"VU",0.4
"1176",13006,"Megaptera novaeangliae","French Polynesia",2008,"LC",0
"1177",15421,"Orcinus orca","French Polynesia",1996,"VU",0.4
"1178",16564,"Peponocephala electra","French Polynesia",1996,"LC",0
"1179",16564,"Peponocephala electra","French Polynesia",2008,"LC",0
"1180",18596,"Pseudorca crassidens","French Polynesia",1996,"LC",0
"1181",19488,"Rhincodon typus","French Polynesia",2000,"VU",0.4
"1182",19488,"Rhincodon typus","French Polynesia",2005,"VU",0.4
"1183",19488,"Rhincodon typus","French Polynesia",2016,"EN",0.6
"1184",20729,"Stenella attenuata","French Polynesia",1996,"VU",0.4
"1185",20729,"Stenella attenuata","French Polynesia",2008,"LC",0
"1186",20729,"Stenella attenuata","French Polynesia",2012,"LC",0
"1187",20731,"Stenella coeruleoalba","French Polynesia",1996,"VU",0.4
"1188",20731,"Stenella coeruleoalba","French Polynesia",2008,"LC",0
"1189",20733,"Stenella longirostris","French Polynesia",1996,"VU",0.4
"1190",20738,"Steno bredanensis","French Polynesia",2008,"LC",0
"1191",20738,"Steno bredanensis","French Polynesia",2012,"LC",0
"1192",21856,"Thunnus alalunga","French Polynesia",2011,"NT",0.2
"1193",21857,"Thunnus albacares","French Polynesia",1996,"LC",0
"1194",21857,"Thunnus albacares","French Polynesia",2011,"NT",0.2
"1195",21859,"Thunnus obesus","French Polynesia",1996,"VU",0.4
"1196",21859,"Thunnus obesus","French Polynesia",2011,"VU",0.4
"1197",22563,"Tursiops truncatus","French Polynesia",2008,"LC",0
"1198",22563,"Tursiops truncatus","French Polynesia",2012,"LC",0
"1199",23148,"Xiphias gladius","French Polynesia",2011,"LC",0
"1200",23211,"Ziphius cavirostris","French Polynesia",2008,"LC",0
